req_id,domain,status,owner_agent,contract_member,gate,spec_document,requirement
REQ-CRA-01,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"Documented conformity posture against Regulation (EU) 2024/2847, Annex I Part I (product security properties) and Part II (vulnerability handling)."
REQ-CRA-02,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"Secure-by-default configuration, documented, with the ability to reset to a secure state."
REQ-CRA-03,CRA,MUST,A19,SBOM,G7,compliance/cra/obligations-matrix.md,"A machine-readable SBOM (CycloneDX) covering at least top-level dependencies, produced per build and retained per release."
REQ-CRA-04,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"A coordinated vulnerability disclosure policy and a documented single point of contact, published in `SECURITY.md`."
REQ-CRA-05,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"A vulnerability handling process: intake, triage SLA, remediation, security update distribution, and advisory publication."
REQ-CRA-06,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"Reporting readiness for the obligations in force since 11 September 2026 — actively exploited vulnerabilities and severe incidents to ENISA and the national CSIRT, 24-hour early warning, 72-hour notification, 14-day/1-month final report — as a rehearsed runbook with named roles."
REQ-CRA-07,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"Security updates are separable from feature updates, and signed/verifiable."
REQ-CRA-08,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"A declared support period, with the end-of-support date stated in the documentation."
REQ-CRA-09,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"Annex II user information, Annex V EU declaration of conformity, and Annex VII technical documentation kept as templates completed at release."
REQ-CRA-10,CRA,MUST,A18,(documentation),G8,compliance/cra/obligations-matrix.md,"Compliance documentation is generated from the repository state, not written by hand, so it cannot drift from the product."
REQ-CER-01,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,Documented resilience posture supporting an operator's obligations under Directive (EU) 2022/2557 — the product is a supplier artefact in a critical entity's resilience plan.
REQ-CER-02,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"A criticality and dependency assessment: which essential service the panel supports, what it depends on, and what fails if each dependency fails."
REQ-CER-03,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"A resilience plan covering prevention, protection, response, and recovery, with documented RTO/RPO and the backup/restore procedure that meets them."
REQ-CER-04,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"A tested restore — the documentation records the date and result of the last restore rehearsal, not just the procedure."
REQ-CER-05,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"Business continuity for the declared dependencies: database, identity provider, SMTP, syslog collector, push service — including degraded-mode behaviour for each."
REQ-CER-06,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"Incident response and notification procedures with named roles and escalation paths, aligned with the CRA reporting runbook (REQ-CRA-06)."
REQ-CER-07,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"Personnel security and access control documentation: background-check posture, joiner/mover/leaver, and privileged-access review cadence."
REQ-CER-08,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"Physical and environmental assumptions stated explicitly, since they are the deploying operator's responsibility, not the product's."
REQ-CER-09,CER,MUST,A18,(documentation),G8,compliance/cer/applicability.md,"A four-yearly reassessment cadence recorded, with the next due date in the document."
REQ-WIZ-01,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"A setup wizard launches automatically at the first login and cannot be dismissed, skipped or navigated around until it is complete."
REQ-WIZ-02,WIZ,MUST,A24,wizard-state,G7,spec/setup-wizard.md,"The shipped initial account is `admin@example.invalid` with a temporary password generated at first boot — never a fixed default, never a value in the repo or the image. It is written once to the container log and stored only as an Argon2id hash."
REQ-WIZ-03,WIZ,MUST,A24,wizard-state / rbac,G7,spec/setup-wizard.md,"The initial account is constrained to completing the wizard. It holds no tenant-data permission, cannot call the API, and cannot create another account except the real admin in REQ-WIZ-05."
REQ-WIZ-04,WIZ,MUST,A24,wizard-state,G7,spec/setup-wizard.md,"The initial account is disabled and its credential destroyed the moment the real admin is created. It cannot be re-enabled, and no code path recreates it after setup completes."
REQ-WIZ-05,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"Step: create the real global admin — email, display name, a password meeting policy, and mandatory MFA enrolment with recovery codes issued before the step can complete (REQ-AUT-05, REQ-AUT-06)."
REQ-WIZ-06,WIZ,MUST,A12,mail-template / outbox,G5,spec/setup-wizard.md,Step: SMTP configuration with a live verification send that must succeed before the step completes. Email-based password and OTP recovery stays disabled until a real message has been delivered and confirmed.
REQ-WIZ-07,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"Step: environment guidance — the wizard states which environment variables are required, which are missing, and which currently hold an insecure development default, each with a copy-paste block. It reads actual runtime config, not a static list."
REQ-WIZ-08,WIZ,MUST,A24,env-schema / edge-topology,G8,spec/setup-wizard.md,"Deployment guidance for the plain Docker Compose path first: the topology choice of REQ-PROX-03, the DNS records the chosen ACME challenge needs, and what to verify afterwards. Platform-specific notes are a clearly separated subsection for the case where a PaaS or load balancer already fronts the containers — of which one worked example is carried, not a required integration."
REQ-WIZ-09,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"The wizard is resumable. Each step's progress persists, a crash or closed tab resumes at the same step, and no step half-applies — a step either completes and is recorded or leaves nothing behind."
REQ-WIZ-10,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"Every step emits an audit event (REQ-AUD-01), including the initial-account disablement, the first real admin creation, and each configuration write."
REQ-WIZ-11,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"Completion is explicit: the wizard writes a completion record, signs the session out, and the user performs their first real login with the account they just created."
REQ-WIZ-12,WIZ,MUST,A24,wizard-state / setup-step,G5,spec/setup-wizard.md,"Once complete the wizard cannot be re-entered. Re-running any part of setup requires a global-tier permission and is audited as a distinct event, never as a first run."
REQ-WIZ-13,WIZ,MUST,A24,errors,G7,spec/setup-wizard.md,"While setup is incomplete the wizard is the only reachable surface: every other route redirects to it, and the API refuses non-wizard calls with a distinct error code rather than a generic 403."
REQ-WIZ-14,WIZ,MUST,A24,i18n-namespace,G6,spec/setup-wizard.md,"The wizard is localised (REQ-I18N-01), follows the approved layout and theme, and is usable at 390px — it is the first thing anyone sees."
REQ-PROX-01,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,"HAProxy is the default and only shipped edge proxy, running as the `edge` service in the compose stack (REQ-FND-04). It is present even when the stack sits behind an external proxy."
REQ-PROX-02,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,The app container is never directly internet-facing and never published to the host except through `edge`.
REQ-PROX-03,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,"Three supported topologies, declared explicitly at setup and stored as configuration: `self` (HAProxy is the internet-facing edge — the default), `behind-proxy` (HAProxy sits behind an upstream that already terminates public TLS — a PaaS, a corporate load balancer, a CDN, or a hand-rolled proxy), and `delegated` (no HAProxy; an external proxy fronts the app directly, which is supported but unsupported for the ACME paths in REQ-ACME-03)."
REQ-PROX-04,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,"HAProxy configuration is generated from the same validated config source as the app (REQ-FND-07), not hand-maintained alongside it. A hostname or port that exists in one and not the other is a boot failure, not a runtime surprise."
REQ-PROX-05,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,"Long-lived connections are explicitly configured and verified: SSE and WebSocket upgrades pass through without response buffering, without chunk coalescing, and with timeouts long enough for an idle stream to survive. The configured values are stated, not left to defaults."
REQ-PROX-06,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,"A test proves an SSE stream stays open and delivers events promptly through `edge` — not merely that the endpoint returns 200. This is the requirement that catches the buffering class of bug, and it must fail if buffering is reintroduced."
REQ-PROX-07,PROX,MUST,A01,edge-topology,G5,spec/edge-proxy.md,"WebSocket upgrade is supported end to end through every topology, including `behind-proxy`, and is covered by the same style of test as REQ-PROX-06."
REQ-PROX-08,PROX,MUST,A01,edge-topology,G7,spec/edge-proxy.md,"The HAProxy↔app hop is TLS, in every topology. REQ-SEC-01 has no exemption for traffic that stays inside the compose network."
REQ-PROX-09,PROX,MUST,A25,certificate / edge-topology,G5,spec/edge-proxy.md,"HAProxy reloads without dropping established connections, and the reload path is the one the certificate installer uses (REQ-ACME-13)."
REQ-PROX-10,PROX,MUST,A01,edge-topology / audit-event,G7,spec/edge-proxy.md,"The real client address survives to the application through every topology — `X-Forwarded-For` / `Forwarded` handling is configured with an explicit trusted-proxy list, and the app never trusts a forwarded address from an untrusted hop. The audit trail records source IP (REQ-AUD-04), so a wrong client address is an integrity defect in the audit record, not a cosmetic one."
REQ-PROX-11,PROX,MUST,A01,edge-topology,G7,spec/edge-proxy.md,"Security headers and TLS policy (REQ-SEC-02, REQ-SEC-08) are asserted at `edge` and by the app, so removing the proxy cannot silently remove the headers."
REQ-PROX-12,PROX,MUST,A13,log-record,G6,spec/edge-proxy.md,"HAProxy's own runtime state — connection counts, reload history, certificate load status, error rates — is visible to permitted operators and emitted to the audit and log sinks like any other component (REQ-AUD-07)."
REQ-ACME-01,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"A built-in ACME client supporting all four validation paths: HTTP-01, DNS-01, TLS-ALPN-01 and DNS-PERSIST-01."
REQ-ACME-02,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,Challenge type is selectable per certificate. The UI states each type's prerequisite and refuses a selection whose prerequisite is unmet rather than failing at issuance.
REQ-ACME-03,ACME,MUST,A25,certificate / edge-topology,G5,spec/acme-tls.md,"An explicit TLS-termination mode with three values, matching the three topologies of REQ-PROX-03: `self` (our HAProxy is the internet-facing edge and we own ACME end to end — the default), `behind-proxy` (our HAProxy is in the path but an upstream — a PaaS, a load balancer, a CDN — terminates public TLS, so internal ACME is disabled for the public hostname only), and `delegated` (no HAProxy; internal ACME fully disabled). The mode is chosen explicitly, never inferred silently. Two ACME clients competing for the same hostname and port 80 is the failure this prevents."
REQ-ACME-04,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Guided DNS setup: the exact record name, type, value and TTL to create, with a re-check action and a propagation check against the domain's authoritative nameservers before issuance is requested."
REQ-ACME-05,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"DNS-PERSIST-01 support: the persistent TXT record at `_validation-persist.<domain>` binding this ACME account and CA, with the account key thumbprint displayed and the consequence of rotating that key stated plainly."
REQ-ACME-06,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Renewal is automatic and requires no future user intervention, ever. A deployment left alone for a year keeps working."
REQ-ACME-07,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Renewal timing is ARI-driven (RFC 9773, ACME Renewal Information): the client polls the CA's suggested renewal window and obeys it, rather than assuming a fixed fraction of the certificate lifetime."
REQ-ACME-08,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"The check frequency is configurable down to every 1 hour, and the safety margin before the window closes is configurable. These two are the only renewal knobs a user should ever need."
REQ-ACME-09,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Short-lived certificate profiles are supported — Let's Encrypt's 160-hour (6-day) profile — where the expected cadence is renewal every 2–3 days with ARI checks at least daily. The shipped defaults must be correct for this case, not only for 90-day certificates."
REQ-ACME-10,ACME,MUST,A25,console-stream,G6,spec/acme-tls.md,"Full debug logs in the certificate renewal settings screen: every ACME protocol step, request, response, challenge state transition, DNS lookup and error, with timestamps — subject to the same redaction rules as every other sink (REQ-AUD-05, REQ-AUD-12)."
REQ-ACME-11,ACME,MUST,A12,notification-event,G5,spec/acme-tls.md,"Renewal failure raises a notification before expiry, escalating as the remaining margin shrinks. Silent failure until an outage is not acceptable."
REQ-ACME-12,ACME,MUST,A01,crypto,G7,spec/acme-tls.md,"The ACME account key and all certificate private keys are stored under envelope encryption (REQ-SEC-06), never leave the server, and never appear in a log, a debug stream, an export or an audit diff."
REQ-ACME-13,ACME,MUST,A25,certificate / edge-topology,G5,spec/acme-tls.md,Certificate installation is atomic and hot-reloaded without dropping connections or requiring a restart.
REQ-ACME-14,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Staging and production ACME directories are both selectable, staging is the default for a first issuance, and rate-limit state is surfaced before a request that would exceed it."
REQ-ACME-15,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Multiple certificates, SAN lists and wildcards are supported. A wildcard requires DNS-01 or DNS-PERSIST-01, and the UI enforces that rather than letting the order fail."
REQ-ACME-16,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"A certificate inventory showing, per certificate: names, issuer, challenge type, validity window, last renewal, next scheduled check, ARI window, and full issuance history."
REQ-ACME-17,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"Every ACME operation is audited. Issuance, renewal, revocation and challenge failure are first-class audit events (REQ-AUD-01)."
REQ-ACME-18,ACME,MUST,A25,certificate / acme-account / cert-renewal,G7,spec/acme-tls.md,"DNS provider credentials for DNS-01 are stored encrypted, scoped to the minimum the provider allows, and the supported provider set is a declarative registry — adding a provider is data, not a new branch in a switch statement."
REQ-SET-01,SET,MUST,A05,settings-registry,G6,spec/settings.md,A settings section is always present in the navigation. It is not an afterthought reachable only from an avatar menu.
REQ-SET-02,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Three scopes, always distinguishable: personal, tenant, global."
REQ-SET-03,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Personal settings cover: profile, theme, locale, timezone and date format (REQ-TIM-05), notification preferences, MFA factors, recovery codes, active sessions, and the user's own API keys."
REQ-SET-04,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Tenant settings cover: tenant identity and branding, enabled auth methods within global policy (REQ-AUT-04), SMTP sender identity, audit retention, grid defaults, and tenant-scoped API keys."
REQ-SET-05,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Global settings cover: system-wide auth policy, tenant administration, global roles, SMTP, syslog forwarding, certificates (REQ-ACME-*), normalizer mappings, telemetry posture, declared support and end-of-support dates, and backup/restore."
REQ-SET-06,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Scope is unambiguous on every panel before a change is saved, not explained after. A global change must read as global while the user is making it."
REQ-SET-07,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Every scope and every panel is permission-gated. A scope with no panel the actor may see is not rendered at all, rather than rendered empty."
REQ-SET-08,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Panels are contributed by their owning domain through a settings registry, never a shared list — the same rule that keeps the parallel wave safe (REQ-CTR-04)."
REQ-SET-09,SET,MUST,A13,audit-event,G6,spec/settings.md,"Every settings change is audited with a before/after diff (REQ-AUD-01, REQ-AUD-04), including which scope it was made at."
REQ-SET-10,SET,MUST,A05,settings-registry,G6,spec/settings.md,A global or tenant change with blast radius requires typed confirmation naming what will change and for whom.
REQ-SET-11,SET,MUST,A05,settings-registry,G6,spec/settings.md,"Precedence is documented and visible in-app: personal overrides tenant overrides global, except where a policy is declared non-overridable — and where it is, the panel says so and shows the effective value with its source."
REQ-SET-12,SET,MUST,A16,help topic registry,G8,spec/settings.md,"Settings are searchable, deep-linkable, and every panel has a help topic (REQ-DOC-03)."
REQ-SUP-01,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,"A complete dependency inventory per build — direct and transitive, with licence and provenance."
REQ-SUP-02,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,Every dependency checked against known-vulnerability sources on every build; a known-exploited or critical advisory blocks the build.
REQ-SUP-03,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,"An independent, first-party scan for suspicious code beyond CVE matching: install scripts, obfuscation, network calls at install time, credential/env access, dynamic evaluation, typosquat-shaped names, and maintainer-change/age anomalies."
REQ-SUP-04,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,"A new dependency is a reviewed decision with a recorded justification, not a side effect of an agent's convenience."
REQ-SUP-05,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,Lockfile integrity enforced; a changed lockfile without a matching `package.json` change fails CI.
REQ-SUP-06,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,"Telemetry, analytics and phone-home are disabled for every framework and tool in the stack — build-time and run-time — and the settings are asserted by test, not assumed."
REQ-SUP-07,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,"No third-party script, font or asset is loaded from a remote origin at runtime. Fonts and assets are self-hosted."
REQ-SUP-08,SUP,MUST,A19,SBOM / advisory report,G7,compliance/cra/vulnerability-handling.md,Egress from the built container is documented and minimal; an unexpected outbound destination fails the security gate.
REQ-COST-01,COST,MUST,A26,agent-report,G4,spec/cost-reporting.md,"Every agent's hand-off reports its own token usage: input, output, cache-read and cache-write tokens, plus the model and effort it ran at. An agent that finishes without reporting usage has not finished."
REQ-COST-02,COST,MUST,A26,agent-report,G4,spec/cost-reporting.md,"The orchestrator maintains a running cost table at `build/costs.md`, updated every time an agent hands off or a gate returns a verdict."
REQ-COST-03,COST,MUST,orchestrator,agent-report,G1,spec/cost-reporting.md,"The table is presented to the user at each gate, not saved for the end. A cost you learn at G8 is a cost you could not have acted on."
REQ-COST-04,COST,MUST,A26,agent-report / pricing.json,G8,spec/cost-reporting.md,"Two kinds of number, never conflated: measured token counts and derived money. A derived figure is always labelled as derived and always shows the unit price it used."
REQ-COST-05,COST,MUST,A26,agent-report / pricing.json,G8,spec/cost-reporting.md,"Prices come from `versions/pricing.json`, validated against the provider's published pricing with the source URL and check timestamp recorded — never from a model's memory. This is REQ-VER-02's discipline applied to money, and for the same reason: a remembered price is wrong."
REQ-COST-06,COST,MUST,A26,agent-report / pricing.json,G8,spec/cost-reporting.md,"Breakdown by agent, by wave, by gate and by round. A gate that loops three times cost three times, and the table shows each round separately."
REQ-COST-07,COST,MUST,A26,agent-report,G6,spec/cost-reporting.md,"Rework is attributed to its cause. Tokens spent fixing a gate finding are attributed to that finding, so the cost of a defect is visible rather than absorbed into the domain that had to fix it."
REQ-COST-08,COST,MUST,A26,agent-report / pricing.json,G8,spec/cost-reporting.md,"Cache reads are reported separately from fresh input tokens, because they are priced differently and the ratio between them is the main cost lever the structure controls."
REQ-COST-09,COST,MUST,A00,(intake),G0,spec/cost-reporting.md,"A cost ceiling may be declared at intake. Crossing it pauses the build and asks, rather than continuing silently or aborting."
REQ-COST-10,COST,MUST,A22,(release record),G8,spec/cost-reporting.md,"The release record carries the build's total (REQ-REL-08), so cost is part of a build's history and two builds can be compared."
REQ-COST-11,COST,MUST,orchestrator,agent-report,G4,spec/cost-reporting.md,"An estimate is published before each wave and the actual after it, with the variance shown. An estimator that is consistently wrong is a finding about the estimate, not about the wave."
REQ-COST-12,COST,MUST,A26,agent-report / pricing.json,G8,spec/cost-reporting.md,"Where the runtime does not expose token usage, the cell reads `unreported` and the total is marked incomplete. A fabricated number is worse than a visible gap, because it will be trusted."
REQ-PORT-01,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"The prompt structure runs on more than one agent runtime. Claude Code is the reference implementation, not a dependency."
REQ-PORT-02,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"Portability is expressed as a capability map: what the structure needs a runtime to be able to do, not which product provides it."
REQ-PORT-03,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"No requirement and no spec names a runtime-specific tool. Tool names appear only in agent frontmatter and in the capability map, which is the one place a translation happens."
REQ-PORT-04,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"An adapter ships for Muse Code with Muse Spark 1.3, as a paste-ready prompt rather than a fork of the structure. Two copies of a prompt structure diverge; one structure plus an adapter does not."
REQ-PORT-05,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"An adapter corrects only what its target would otherwise misread. It never restates a requirement, because a restated requirement is a second source of truth that will drift."
REQ-PORT-06,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"Where a target runtime cannot satisfy a capability, the adapter names the requirements that become unverifiable on it. An unverifiable requirement is reported, never quietly dropped."
REQ-PORT-07,PORT,MUST,A19,(telemetry kill-list),G7,portability/README.md,"Telemetry is disabled in the agent runtime as well as in the generated app. REQ-SUP-06 applies to the tool doing the building, not only to the thing built."
REQ-PORT-08,PORT,MUST,A00,(intake),G0,portability/README.md,"Where a runtime offers a cheaper tier in exchange for training on the traffic, using it for a build is an explicitly recorded decision — this build handles security posture, credentials guidance and compliance evidence."
REQ-PORT-09,PORT,MUST,A21,(visual suite),G1,portability/README.md,"An adapter is verified by running one wave on the target and comparing the artefacts, not by reading it."
REQ-PORT-10,PORT,MUST,orchestrator,capability-map,G8,portability/README.md,"Adding a runtime adds an adapter and a capability-map column. It never edits a requirement, a spec, or an agent's mission."
REQ-VER-01,VER,MUST,A20,manifest.json,G2,versions/README.md,"Latest stable releases of every language, runtime, framework and library — no prereleases, no release candidates."
REQ-VER-02,VER,MUST,A20,manifest.json,G2,versions/README.md,"Every version is validated externally against the authoritative source (npm registry, crates.io, PyPI, Docker Hub, nodejs.org, postgresql.org) at build time. No version is taken from training memory."
REQ-VER-03,VER,MUST,A20,manifest.json,G2,versions/README.md,The validation result is written to `versions/manifest.json` with the source URL and the timestamp of the check.
REQ-VER-04,VER,MUST,A20,manifest.json,G2,versions/README.md,"A major-version jump in the manifest is a reviewed decision with a migration note, not an automatic bump."
REQ-VER-05,VER,MUST,A20,manifest.json,G2,versions/README.md,"Compatibility traps are recorded in the manifest, not rediscovered: e.g. `@types/node` tracks the Node LTS major, not the newest published major."
REQ-VER-06,VER,MUST,A20,manifest.json,G2,versions/README.md,"The stack runs on the current Node LTS and the current PostgreSQL stable, both externally confirmed."
REQ-TST-01,TST,MUST,A23,contract interface tests,G5,gates/gate-ladder.md,"Unit tests on domain logic, integration tests on data access and RLS, end-to-end tests on the critical journeys."
REQ-TST-02,TST,MUST,A21,(visual suite),G5,gates/gate-ladder.md,End-to-end and visual testing via Playwright driving Chromium over CDP.
REQ-TST-03,TST,MUST,A21,(visual suite),G5,gates/gate-ladder.md,"Screenshots are captured at multiple points during a run — not just at failure — across mobile, tablet and desktop, in light and dark."
REQ-TST-04,TST,MUST,A21,(visual suite),G5,gates/gate-ladder.md,Screenshots are presented in the chat response to the user for every build that touches the UI.
REQ-TST-05,TST,MUST,A23,contract interface tests,G5,gates/gate-ladder.md,"Tenant isolation, permission denial, MFA enforcement and audit emission each have a dedicated test suite."
REQ-TST-06,TST,MUST,A21,(visual suite),G5,gates/gate-ladder.md,"Accessibility assertions in the e2e run (axe) at AA, in both themes."
REQ-TST-07,TST,MUST,A23,contract interface tests,G5,gates/gate-ladder.md,"Seeded, deterministic fixtures: two tenants, a global operator, and a user per role."
REQ-TST-08,TST,MUST,A23,contract interface tests,G5,gates/gate-ladder.md,"The debug console, the grid preference round-trip and the read-audit emission are verified by test, since all three are easy to fake visually."
REQ-GAT-01,GAT,MUST,"C1,C2",gate verdict,G6,gates/gate-ladder.md,"Two harsh critique agents (C1, C2) must both approve the design and the functions. Either rejection loops the work back with named defects."
REQ-GAT-02,GAT,MUST,"S1,S2",gate verdict,G7,gates/gate-ladder.md,"Two independent security expert agents (S1, S2) review the code. They do not see each other's findings before submitting."
REQ-GAT-03,GAT,MUST,"S1,S2",review plan,G7,gates/gate-ladder.md,"For a larger change, each security reviewer first establishes and states a review plan covering common best practice, RLS, endpoints, authentication, and privacy/integrity leakage — then executes it."
REQ-GAT-04,GAT,MUST,"C1,C2,S1,S2",gate verdict,G6,gates/gate-ladder.md,"Critique and security verdicts are structured, per-REQ, and written to `build/gates/`. ""Looks good"" is not a verdict."
REQ-GAT-05,GAT,MUST,orchestrator,(process),G6,gates/gate-ladder.md,"A loop is bounded: three failed rounds on the same defect escalate to the human with the disagreement stated, rather than looping forever."
REQ-GAT-06,GAT,MUST,"C1,C2",karpathy-lens,G6,gates/gate-ladder.md,"Karpathy guidelines are applied as a standing review lens on every build: no overcomplication, surgical changes, surfaced assumptions, verifiable success criteria."
REQ-GAT-07,GAT,MUST,orchestrator,(process),G6,gates/gate-ladder.md,No gate may be self-approved. The agent that wrote the code never votes on it.
REQ-REL-01,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,Every build commits and pushes. Work in progress is not left only in a container.
REQ-REL-02,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,"Semantic version bumped at every build, with the bump level derived from the change set and recorded."
REQ-REL-03,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,"`CHANGELOG.md` updated every build in Keep a Changelog form, with REQ IDs cited."
REQ-REL-04,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,`README.md` kept current with what the thing now is and how to run it.
REQ-REL-05,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,"`SECURITY.md` kept current: supported versions, the CVD policy, the contact, and the CRA reporting posture."
REQ-REL-06,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,"`TODO.md` maintained as live status: done, in progress, planned, blocked — with REQ IDs and gate state."
REQ-REL-07,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,"A release candidate is only declared when every `MUST` is green, both critics approve, both security reviewers approve, and the version/changelog/docs are updated."
REQ-REL-08,REL,MUST,A22,(release record),G8,gates/gate-ladder.md,The commit message records the gate outcomes and the version bump reason.
