req_id,domain,status,owner_agent,contract_member,gate,spec_document,requirement
REQ-TST-02,TST,MUST,B14,fixtures / interface tests,H5,gates/gate-ladder.md,"Install, upgrade, repair and uninstall are tested on a clean Windows image, including the upgrade path from the previous released version. Testing only a fresh install tests the case users encounter once."
REQ-TST-03,TST,MUST,B14,fixtures / interface tests,H5,gates/gate-ladder.md,"The updater is tested against a real signed manifest, including the negative cases: wrong signature, tampered artefact, downgrade attempt, and interrupted swap. The negatives are the point."
REQ-TST-04,TST,MUST,B15,(visual suite),H5,gates/gate-ladder.md,"Screenshots at each mockup and each UI change, in both themes, presented in the chat response to the user."
REQ-TST-05,TST,MUST,B03,design-tokens,H1,gates/gate-ladder.md,Design-token tests: contrast in both themes (REQ-DSN-06) and no raw colour literal outside the token module (REQ-DSN-09).
REQ-TST-06,TST,MUST,B14,fixtures / interface tests,H5,gates/gate-ladder.md,Tray behaviour tested including Explorer restart (REQ-TRY-02) and single-instance (REQ-TRY-06).
REQ-TST-07,TST,MUST,B14,fixtures / interface tests,H5,gates/gate-ladder.md,"Service lifecycle tested: install, start, stop, uninstall, crash recovery and version mismatch."
REQ-TST-08,TST,MUST,B15,(visual suite),H5,gates/gate-ladder.md,"DPI tested at 100%, 150%, 200% and 250%, including a window moved between monitors with different scale factors."
REQ-TST-09,TST,MUST,B15,(visual suite),H6,gates/gate-ladder.md,"Accessibility verified with a real screen reader over the primary flows, not only by inspecting properties."
REQ-GAT-01,GAT,MUST,"D1,D2",gate verdict,H6,gates/gate-ladder.md,Two harsh critique agents must both approve the design and the functions. Either rejection loops the work back with named defects.
REQ-GAT-02,GAT,MUST,"T1,T2",gate verdict,H7,gates/gate-ladder.md,Two independent security expert agents review the code without seeing each other's findings before submitting.
REQ-GAT-03,GAT,MUST,"T1,T2",review plan,H7,gates/gate-ladder.md,"For a larger change, each security reviewer first states a review plan covering common best practice, the FFI and `unsafe` surface, elevation and privilege boundaries, the update trust chain, and IPC — then executes it."
REQ-GAT-04,GAT,MUST,"D1,D2,T1,T2",gate verdict,H6,gates/gate-ladder.md,"Verdicts are structured and per-REQ. ""Looks good"" is not a verdict."
REQ-GAT-05,GAT,MUST,orchestrator,(process),H6,gates/gate-ladder.md,"Three failed rounds on the same defect escalate to the human with the disagreement stated, rather than looping forever."
REQ-GAT-06,GAT,MUST,"D1,D2",karpathy-lens,H6,gates/gate-ladder.md,"Karpathy guidelines applied as a standing review lens: no overcomplication, surgical changes, surfaced assumptions, verifiable success criteria."
REQ-GAT-07,GAT,MUST,orchestrator,(process),H6,gates/gate-ladder.md,No gate is self-approved. The agent that wrote the code never votes on it.
REQ-GAT-08,GAT,MUST,orchestrator,approvals.md,H1,gates/gate-ladder.md,"The design gate is blocking and comes first: no feature work begins before the design system is approved (REQ-MOC-01, REQ-DSN-01)."
REQ-GAT-09,GAT,MUST,orchestrator,(process),H8,gates/gate-ladder.md,"The verdicts that release a build must all name the same commit. Six passing verdicts spread across three commits certify a tree no reviewer saw, and whatever landed between them is unreviewed."
REQ-COST-01,COST,MUST,B18,agent-report,H8,gates/README.md,"Every agent's hand-off reports its token usage: input, output, cache-read and cache-write, plus the model and effort it ran at."
REQ-COST-02,COST,MUST,orchestrator,agent-report,H1,gates/README.md,"The orchestrator maintains a running cost table and presents it at every gate, not at the end."
REQ-COST-03,COST,MUST,B18,agent-report,H8,gates/README.md,Measured token counts and derived money are never conflated; every money figure cites the unit price it used and that price's confidence.
REQ-COST-04,COST,MUST,B18,agent-report,H8,gates/README.md,"Where the runtime does not report usage, the cell reads `unreported` and the total is marked incomplete. `null` is not `0`."
REQ-COST-05,COST,MUST,B18,agent-report,H6,gates/README.md,"Rework is attributed to the finding that caused it, so the cost of a defect is visible."
REQ-PORT-01,PORT,MUST,orchestrator,capability-map,H8,portability/README.md,"The prompt structure runs on more than one agent runtime. Claude Code is the reference implementation, not a dependency."
REQ-PORT-02,PORT,MUST,orchestrator,capability-map,H8,portability/README.md,"Portability is a capability map: what the structure needs a runtime to do, not which product provides it."
REQ-PORT-03,PORT,MUST,orchestrator,capability-map,H8,portability/README.md,"Where a target runtime cannot satisfy a capability, the adapter names the requirements that become unverifiable."
REQ-PORT-04,PORT,MUST,B11,(telemetry kill-list),H7,portability/capability-map.md,Telemetry is disabled in the agent runtime as well as in the product (REQ-FND-10).
